"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Point","HSN Code","Customisation Id","attr_Brand","attr_Plating","attr_color","attr_Country","attr_Pack of","attr_Print /Pattern Type","attr_Ideal for","attr_Product Type","attr_Ideal For","attr_Type","attr_Country of origin","attr_Occasion","attr_Base Material
","attr_Clasp Type","attr_Chain Type","attr_pack of","attr_Base Material","attr_Bangle Size","attr_Size","attr_Comfortable for","attr_Package Contents","attr_Gemstone","attr_Sales Package","attr_Gemstone
","attr_2>","attr_3>","attr_4>","attr_5>","attr_Stone Type","attr_Country_of_Origin"
"15627","","Daily Wearable Classic Divine Golden Bangle Set (2 Pcs)","15627_2.6",699,1749,270,4992,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15627","","Daily Wearable Classic Divine Golden Bangle Set (2 Pcs)","15627_2.8",699,1749,270,4996,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50217873","","Fancy Alloy Chain For Women","50217873",499,1249,149,4992,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/50217873_1688551602487_hco27w9zdzfs1pm.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/50217873_1703679595163_l966s1w0xdhju5x.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Alloy",,,,,,,,,,,"Agate",,,,,,
"506014946","","Rose Gold Stone-Studded Necklace","14946",399,999,70,4994,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/undefined_1692964836821_0e1oj9m1khrenor.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/506014946_1703679629548_sl5ohzu8ng3tjba.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__necklace_sets","size","free","gold","New Designer Premium Quality Rose Gold Plated Ad Diamond Fancy Tringale Design Chain.","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A_20250_2 line chain","","Gold Plated 2 Line Ball Chain 24 Inch Jewellery Gold-Plated Plated Brass Layered","2 line chain",399,999,126,4980,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/A_20250_2 line chain_1688551606846_2y9k3zhk2d9regf.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/A_20250_2 line chain_1688551606996_0i3b7jjos6sgc4s.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/A_20250_2_line_chain_1703679611033_4o9rye0d322bbjx.jpg","","","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/5QM4d5WY_X40CYE8KP3_2024-04-05_1.mp4","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","2 Layer","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"_5222_502110258","","Fancy Brass Chain For Women","_5222_502110258",399,999,126,4991,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/_5222_502110258_1688551614794_jx0np70259kvj2j.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/_5222_502110258_1703679821136_vu1a6c1m7yje8yr.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"4 pcs patli","","Set Of 4 Gold Plated  Bangle","4 pcs patli _2.4",499,1249,170,4992,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/4_pcs_patli_1698298129837_622mya6z6s4sxlb.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/4_pcs_patli_1703679767648_aaovvsjyh5eeie6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/4_pcs_patli_1703679770769_b670e33b485rbuc.jpg","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","gold","New designer premium quality high gold plated 4 pcs bangle","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 pcs patli","","Set Of 4 Gold Plated  Bangle","4 pcs patli _2.6",499,1249,170,4996,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 pcs patli","","Set Of 4 Gold Plated  Bangle","4 pcs patli _2.8",499,1249,170,4994,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16403","","High Gold Plated Classic Designer Red Flower Bangle Set For Women (6 Pcs)","16403_2.4",580,1080,230,4999,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/High_Gold_Plated_Classic_Designer_Red_Flower_Bangle_Set_For_Women__6_Pcs__A5HXGMDSUT_2024-05-20_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","variant","2.4","","Elevate your elegance with our High Gold Plated Classic Designer Red Flower Bangle Set. This exquisite collection, consisting of six meticulously crafted bangles, is designed to enhance your traditional and contemporary outfits alike.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16403","","High Gold Plated Classic Designer Red Flower Bangle Set For Women (6 Pcs)","16403_2.6",580,1080,230,4997,3,3,2,"0.05",3,,,,,,,,,,,,,,"variant","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16403","","High Gold Plated Classic Designer Red Flower Bangle Set For Women (6 Pcs)","16403_2.8",580,1080,230,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"variant","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16449","","Trending Designer American Diamond Studded Rotatable Flower Antique Bangle Set Of 2 PCs","16449_2.4",599,1050,190,99,5,5,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Trending_Designer_American_Diamond_Studded_Rotatable_Flower_Antique_Bangle_Set_Of_2_PCs_WXDO5IN055_2024-07-04_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Trending_Designer_American_Diamond_Studded_Rotatable_Flower_Antique_Bangle_Set_Of_2_PCs_TK7VATZAT2_2024-07-04_2.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__bangle_bracelet","size","2.4","gold","Trending Designer American Diamond Studded Rotatable Flower Antique Bangle Set Of 2 PCs
","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16449","","Trending Designer American Diamond Studded Rotatable Flower Antique Bangle Set Of 2 PCs","16449_2.6",599,1050,190,100,5,5,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16449","","Trending Designer American Diamond Studded Rotatable Flower Antique Bangle Set Of 2 PCs","16449_2.8",599,1050,190,100,5,5,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15476","","Brass Gold-Plated Bangle  (Pack Of 4)","2 bindi _2.4",499,1249,130,4981,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/18YmvBE5_UEXU1D9V1D_2024-01-30_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/18YmvBE5_BSIEBIWGY2_2024-01-30_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/18YmvBE5_ETRENPC0YA_2024-01-30_3.jpg","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","Gold","Introducing our exquisite collection: the New Designer Premium Quality Gold Plated 4 Pcs Zigzag Bangle Set. Elevate your style quotient with these stunning pieces that embody sophistication, elegance, and contemporary fashion. Crafted with meticulous attention to detail, these bangles are the epitome of luxury and grace.

Design:
The zigzag pattern on these bangles is a testament to the modern aesthetic, seamlessly merging traditional charm with a chic twist. The fluid lines of the zigzag design create a dynamic and captivating visual appeal, making these bangles a true work of art. Each bangle is thoughtfully designed to sit comfortably on your wrist, allowing for effortless wear throughout the day or evening.

Premium Quality:
Crafted from the finest materials, these bangles are intricately constructed and plated with a lustrous layer of gold. The premium quality ensures a long-lasting, radiant finish that resists tarnishing, maintaining its brilliance over time. These bangles are made to withstand the test of time, making them a valuable addition to your jewelry collection.

Versatile Elegance:
Whether you're attending a formal gala, a casual brunch, or a special occasion, these bangles effortlessly complement any ensemble. Their versatile design allows you to mix and match with other accessories or wear them as a complete set. Enhance the allure of your attire and make a lasting impression with the captivating charm of the zigzag bangle set.

Perfect Gift:
Searching for the ideal gift for a loved one? Look no further. The New Designer Premium Quality Gold Plated 4 Pcs Zigzag Bangle Set is a thoughtful and heartfelt present for birthdays, anniversaries, weddings, or any special milestone. Each time the recipient adorns these bangles, they'll be reminded of your affection and impeccable taste.

Unparalleled Craftsmanship:
Our skilled artisans have poured their expertise and passion into creating these bangles. Their dedication to precision and artistry ensures that every piece reflects the highest standards of craftsmanship. You can trust that you're wearing a piece of jewelry that encapsulates the essence of true artistry.

Elevate your jewelry collection with the timeless allure of the New Designer Premium Quality Gold Plated 4 Pcs Zigzag Bangle Set. Embrace modern sophistication and make a statement that speaks volumes about your refined taste. Experience the blend of classic elegance and contemporary flair ? wear the bangles that redefine luxury.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15476","","Brass Gold-Plated Bangle  (Pack Of 4)","2 bindi _2.6",499,1249,130,4983,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15476","","Brass Gold-Plated Bangle  (Pack Of 4)","2 bindi _2.8",499,1249,130,4988,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15476","","Brass Gold-Plated Bangle  (Pack Of 4)","15476_2.10",499,1249,130,4995,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.1",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50216078","","Gold Plated Alloy Chain","50216078",499,1249,171,4999,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/50216078_1688551601735_mk9vnbvsmyncay6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/50216078_1703679214222_nve0kipziy30vdf.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Girls","Chain","India","Casual","Alloy",,,,,,,,,,,"Agate",,,,,,
"light pink flower kadli","","Brass Gold-Plated Bangle Set  (Pack Of 2)","light pink flower kadli",599,1499,185,4991,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/light_pink_flower_kadli_1698298127299_sbb8gw3gz4qctdc.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/light_pink_flower_kadli_1703679656362_m8uutfg13cmd8uy.jpg","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","Free Size","gold","New Designer premium quality high gold plated ad diamond pink flower adjustable kadli","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30264435","","Set Of 2 Gold Plated Moon Bangle","moon bangle _2.4",499,1249,180,4961,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30264435_1688553145337_uppedoo1j8tjlex.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30264435_1703679512660_wqf6k6dpud3xz56.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30264435_1703679514544_f8ywl32hnfzypwf.jpg","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","Gold","Introducing Our Exquisite Bangle, A Breathtaking Piece Of 20 Carat Jewellery That Will Captivate Everyone'S Attention. Crafted With Utmost Precision And Love, This Bangle Showcases Timeless Elegance And Sophistication. Its Intricate Design And Sparkling Gemstones Make It A True Work Of Art. Whether As A Gift For A Loved One Or A Treat For Yourself, This 20 Carat Bangle Is A Must-Have Accessory That Exudes Timeless Beauty.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"","20 carat jewellery",,,,,,,,"Women","Bangle","India","Casual",,,,,,,,,,,,,,,,,,
"30264435","","Set Of 2 Gold Plated Moon Bangle","moon bangle2.6",499,1249,180,4973,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30264435","","Set Of 2 Gold Plated Moon Bangle","moon bangle_2.8",499,1249,180,4978,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15475","","Gold Plated Ad Diamond Designer Bangle( Set Of 2)","pink white stone _2.4",499,1249,155,4990,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_IHBWG3N0N0_2023-12-28_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_EDCACJ2KFN_2023-12-28_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_Z73V3EAVZI_2023-12-28_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_0BTJHLU938_2023-12-28_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_7LMNQA569V_2023-12-28_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_9DQ6S6CF46_2023-12-28_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_IDCA5Q009W_2023-12-28_7.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_9LWFBKMXHN_2023-12-28_8.jpg","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/v_mcXxlo_BBF2C1DQOZ_2023-12-27_1.MP4","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","Gold","Introducing the epitome of elegance and sophistication: the New Designer Premium Quality Gold Plated and Diamond 2 Pc Designer Bangle Set. This exquisite jewelry ensemble is a testament to impeccable craftsmanship, timeless design, and a luxurious blend of materials that will enhance your every look.

Crafted with meticulous attention to detail, these bangles exude a sense of opulence that is unmatched. The gold plating shimmers with a lustrous radiance, capturing the essence of luxury in every curve and contour. The intricate patterns and delicate filigree work showcase the skill of skilled artisans who have poured their heart and soul into creating a masterpiece that reflects both tradition and modernity.

Each bangle features a dazzling diamond centerpiece that adds a touch of glamour and brilliance to your wrist. The diamonds have been carefully selected for their exceptional quality and scintillating sparkle, making them the focal point of this exceptional set. Whether worn individually or paired together, these bangles command attention and effortlessly elevate your style.

Designed to be versatile and captivating, the 2 Pc Designer Bangle Set seamlessly transitions from day to night, making it a must-have accessory for any occasion. Whether you're attending a gala, a wedding, or a casual soir?, these bangles will complement your ensemble with a touch of allure and sophistication.

Indulge yourself in the allure of the New Designer Premium Quality Gold Plated and Diamond 2 Pc Designer Bangle Set and experience the joy of wearing a piece of art that embodies luxury, elegance, and timeless beauty. Elevate your jewelry collection with this statement-making set that captures the essence of refined taste and adds a touch of brilliance to every moment.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15475","","Gold Plated Ad Diamond Designer Bangle( Set Of 2)","pink white stone _2.6",499,1249,155,4993,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15475","","Gold Plated Ad Diamond Designer Bangle( Set Of 2)","pink white stone _2.8",499,1249,155,4994,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15475","","Gold Plated Ad Diamond Designer Bangle( Set Of 2)","15475_2.10",499,1249,155,4989,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.1",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30632674","","Gold Plated Bangle 4Pc","30632674",449,999,112,4996,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30632674_1688553171331_ttsgzkg4thsm9yq.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30632674_1703679295758_59za6ieozbtytfs.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30632674_1703679297685_jj1rrk86qj0fyaa.jpg","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","Gold","Introducing Our Exquisite Bangle, A Breathtaking Piece Of 20 Carat Jewellery That Will Captivate Everyone'S Attention. Crafted With Utmost Precision And Love, This Bangle Showcases Timeless Elegance And Sophistication. Its Intricate Design And Sparkling Gemstones Make It A True Work Of Art. Whether As A Gift For A Loved One Or A Treat For Yourself, This 20 Carat Bangle Is A Must-Have Accessory That Exudes Timeless Beauty.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"","20 carat jewellery",,,,,,,,"Women","Bangle","India","Casual",,,,,,,,,,,,,,,,,,
"30632674","","Gold Plated Bangle 4Pc","30632674_2.6",449,999,112,4991,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30632674","","Gold Plated Bangle 4Pc","30632674_2.8",449,999,112,4985,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1603","","designer high gold plated ad diamond ruby stone studded fancy adjustble kadli bangle for women","1603_Free",549,1050,200,4995,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/designer_high_gold_plated_ad_diamond_ruby_stone_studded_fancy_adjustble_kadli_bangle_for_women__3EOQ5C7O4Q_2024-05-21_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","Free","gold","Introducing a masterpiece of elegance and luxury: our designer high gold-plated adjustable kadli bangle, meticulously crafted to adorn the wrists of discerning women. This exquisite piece is embellished with radiant diamonds and captivating ruby stones, setting a new standard for sophistication and glamour.

Crafted with meticulous attention to detail, this bangle boasts a high gold-plated finish that exudes opulence and refinement. Its adjustable design ensures a perfect fit for every wrist, providing both comfort and style.

Adorning the bangle are dazzling diamonds that shimmer with every movement, casting a spell of elegance and allure. Interspersed among them are vivid ruby stones, adding a touch of richness and vibrancy to the design.

Whether worn as a standalone statement piece or layered with other accessories, this bangle is sure to turn heads and make a lasting impression. From glamorous soir������������������es to intimate gatherings, it is the ultimate expression of luxury and sophistication.

Illuminate your style with our designer high gold-plated adjustable kadli bangle, and let your elegance shine through with every step you take.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CH_20228","","Gold Plated Leaf Chain","CH_20228",399,999,106,4958,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CH_20228_1688551633733_ve0ko9cbxunm7r5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CH_20228_1703679771690_mnbfthogr4h9ku8.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"90535245","","Gold Plated Pendant With Earring","ragoli pendent +chain",399,999,67,4955,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/1-E2qBW1_KF93GUMB2I_2023-12-22_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/1-E2qBW1_XBI8KI03VY_2023-12-22_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/1-E2qBW1_PL6P9LRL5C_2023-12-22_3.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/1-E2qBW1_DJCSP2Y3RS_2023-12-28_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/1-E2qBW1_UI9AQX1IWY_2023-12-28_2.jpg","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/1_E2qBW1_MY6I5IQKA4_2024-07-04_1.mp4","","womens_accessories__womens_fashion_jewellery__necklace_sets","size","Free Size","Gold","Looking For The Perfect Accessory To Elevate Your Style? Look No Further! Introducing Our Stunning 20 Carat Jewellery Pendant, Crafted With Love And Elegance. This Exquisite Piece Is Sure To Dazzle And Catch Everyone'S Attention. Its Intricate Design And Gleaming Diamonds Make It A Must-Have Addition To Any Jewelry Collection. Treat Yourself Or Surprise A Loved One With This Breathtaking Pendant That Radiates Pure Luxury.","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","pendent","India","Casual",,,,,,,,,,,,,,,,,,
"66091A","","Daily Wear Diamond Studded Fancy Adjustale Kadli (Combo)","66091A_Free Size",699,1799,290,4449,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Daily_Wear_Diamond_Studded_Fancy_Adjustale_Kadli__Combo__6RO4RCNK82_2024-07-04_1.jpg","","","","","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/WvkG0aAk_73QYA9DA86_2024-07-04_1.mp4","","","size","Free Size","Gold","Elevate your daily style with sophistication and grace through our exquisite Daily Wear Diamond Studded Fancy Adjustable Kadli Combo. This enchanting set features beautifully crafted kadli bangles adorned with delicate diamonds, designed to add a touch of glamour to your everyday look.","2",true,"",1,,"","20Carat Jewellery",,,,,,"Women & Girls",,,,,,,,,,,,"Adjustable Size",,,,,,,,,,"Diamond Studded Elegance","India"
"CHN_12776","","Gold Plated Brass 3 Line Layered Chain For Women & Girls","CHN_12776",499,1249,169,4946,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CHN_12776_1688551630764_gn1bsush4992ha9.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CHN_12776_1688551630873_21hboc7ha6xmwhe.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CHN_12776_1703679869855_62h3cpq3fbmo0eu.jpg","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women::Girls","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"50238373__25","","Fancy Alloy Chain For Women","50238373__25",499,1249,176,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/50238373__25_1688551654674_5znv6cdiixmhnhg.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/50238373__25_1703679785192_qoa7xxiyd5s045m.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Alloy",,,,,,,,,,,"Garnet",,,,,,
